"REF_DATE","GEO","DGUID","Labour force characteristics","National Occupational Classification (NOC)","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-11","Canada","2016A000011124","Unemployment rate","Middle management occupations in retail and wholesale trade and customer services [06]","Females","Percentage","242","units","0","v102040302","1.6.5.3","1.3","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","1.0","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","1.6","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","2.4","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","5.0","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","3.0","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","2.6","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","2.6","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","2.9","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","2.0","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","2.8","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Both sexes","Percentage","242","units","0","v102040303","1.6.6.1","1.9","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","0.8","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","1.8","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","2.4","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","4.9","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","2.6","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","2.6","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","2.6","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","3.4","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","2.2","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","2.8","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Males","Percentage","242","units","0","v102040304","1.6.6.2","1.9","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","","x","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","","x","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","2.3","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","5.5","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","5.0","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","2.7","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","2.3","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","","x","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","","x","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","2.9","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Middle management occupations in trades, transportation, production and utilities [07-09]","Females","Percentage","242","units","0","v102040305","1.6.6.3","1.9","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","2.5","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","3.0","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","4.7","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","8.6","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","9.3","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","8.2","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","6.4","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","7.6","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","5.2","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","4.9","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Both sexes","Percentage","242","units","0","v102040306","1.6.7.1","4.0","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","2.5","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","3.3","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","4.5","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","7.0","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","8.9","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","7.8","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","5.9","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","7.8","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","5.7","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","4.2","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Males","Percentage","242","units","0","v102040307","1.6.7.2","4.2","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","2.5","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","2.8","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","4.8","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","9.4","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","9.6","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","8.4","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","6.6","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","7.5","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","5.0","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","5.2","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Business, finance and administration occupations [1]","Females","Percentage","242","units","0","v102040308","1.6.7.3","4.0","","","","1"
